-3.850125710339844227e+07,-4.788452398963950574e+07,-2.265688200244142115e+07,-2.863327207693316042e+07,-4.713705298598182946e+07,-2.828273400753669068e+07,-3.757552251620914042e+07,-2.991401821214609966e+07,5.723073317691963166e+07,6.553898674164918810e+07,6.353503611092469841e+07,5.243816169246258587e+07,5.508993774816947430e+07,-1.324759257583962940e+07
-9.991012071287386119e+06,2.535544558612388745e+07,-2.985069682594410703e+07,-7.302809353575824760e+06,-9.235986243127764901e+05,-3.851995234456201643e+07,1.962453430359828100e+07,-1.280076065240507945e+07,-4.017132360890290234e+06,-2.158969729179532733e+05,-3.418970613979735877e+06,-6.505918479378545657e+06,1.282333541632268205e+07,5.574343299320899695e+07
-1.295960794926112331e+07,9.975132181630978361e+06,1.447093921867033839e+07,2.228125596447088197e+07,-2.250136494158317149e+07,1.354112347308733035e+06,-1.603899980569771864e+07,3.690518445096915122e+06,2.199516656913833867e+04,-5.552163390001854859e+06,-4.511870032340484671e+06,-8.361157201377519406e+06,1.108971998304566555e+07,7.041490013469143771e+06
-1.653621621582788066e+05,-8.444936473086167127e+06,3.317040309703869279e+06,-9.364320138851925731e+06,1.304659094849120127e+06,1.663483454959901050e+07,-9.655931033929787576e+06,-5.735854286762422882e+06,-4.945382856296402402e+06,-1.939910113427645527e+06,-1.274645908540785313e+06,2.714061037602732424e+06,-3.622480742222897825e+05,1.791799605552090332e+07
7.549802609415593557e+06,-1.603589635477383621e+07,-8.307514563712886535e+06,1.055776467368538864e+07,9.865912188554601744e+05,4.472159924290208437e+04,2.218901490726882126e+06,2.503507300435040612e+06,2.850799978698558989e+05,-1.327343926411824534e+06,-2.447102240151040722e+06,-7.135867137241593562e+06,8.639680631168225780e+06,2.467674700891823042e+06
-1.180687932655887213e+06,4.972685466318437830e+06,-6.722108666381396353e+06,6.072907518833063543e+06,-3.478392425104106660e+05,8.453370243092570454e+06,2.975299751795310993e+06,-1.259395298564650677e+07,-9.696914235880345805e+05,1.507768325310337823e+06,4.164262779346918687e+05,1.852853694199030870e+05,8.166676882639012765e+05,-3.586130390185963362e+06
3.820126539702244103e+06,-1.504633901401584037e+06,4.214110033125861664e+05,6.791088841824194416e+06,1.187800256901148707e+06,-4.665238015827780589e+06,-4.707141699709650129e+06,-3.266612075303974561e+06,-9.224505653937708121e+04,6.145568057829678291e+05,1.881442402560131624e+06,4.884416242745079100e+06,-8.095925975313908421e+06,2.730954631267899647e+06
-1.859306675195868127e+06,-4.052117650527972262e+06,8.437420370357276872e+06,4.070911861768199597e+05,9.087928693911444861e+05,-2.739225810540850274e+06,5.875968435402580537e+06,-6.384371476084304042e+06,1.062731358777212154e+05,-1.006380102975290269e+06,-4.853984050656793406e+05,-6.105947953167487867e+05,1.078213729098533047e+06,3.236351894026293303e+05
3.636812582566218451e+06,2.497620340160086751e+06,1.536993116374144098e+06,-1.323531319010331063e+06,4.857192719805440865e+06,-2.438765878391514998e+06,-5.622839434928974137e+06,-3.149522417383973021e+06,-4.205270665660394588e+05,5.323155788807463250e+04,-7.134117449704963947e+05,-2.156121401182830334e+06,4.872237239222806878e+06,-1.629368293582589598e+06
-1.148430776263389969e+06,-3.379629941878050886e+04,2.917327863773611607e+05,-9.324867998509503377e+04,1.289800095818777103e+06,6.577799712036219425e+05,-6.831772610652497970e+05,-3.466016962190183112e+05,3.833425495962563436e+06,2.634706273667560425e+06,1.477225856179821538e+06,-5.874275131327525713e+06,-2.970268808682417497e+06,9.651281737517863512e+05
-5.232834323214860633e+06,-8.191272061090541538e+05,-6.942224658597314265e+05,1.780124781426751986e+06,4.619074352390025742e+06,-7.829154076169244945e+04,-8.555872582696076715e+05,1.145123050989597104e+06,-9.777829701036385959e+05,-3.604420463609245489e+05,1.904544325021501281e+05,9.875320989937153645e+05,4.651524253243269632e+05,-1.691733309470600798e+05
1.406428990606190055e+05,-1.016048104292997305e+05,4.772722101216029841e+05,1.578434048269497871e+05,-4.112120231089685112e+05,-2.202803910804761690e+05,2.193077771034520119e+05,3.827289679498863989e+05,-4.069333986705991440e+06,2.542083610656755511e+06,2.131270248707137071e+06,-1.174493860221470473e+06,2.105541543822111635e+04,-9.527946231841832923e+04
-5.587419592164100322e+04,-4.375434008901119523e+04,6.875182616616360610e+04,4.433653531119407853e+04,2.291962164593673151e+03,-2.518201811072476266e+04,-1.169209884724641779e+04,3.704150516378140310e+04,-1.798536736740541528e+04,1.053029543910360197e+06,-1.206688495587262092e+06,1.948410872106624884e+05,-4.987177328812992346e+04,1.075582928466259000e+04
-5.604778435056474425e-09,-3.306026271938373583e-08,-1.070950257377570763e-08,-2.304626157876341234e-08,-2.139736825598812462e-08,3.665702152866346393e-09,-2.001368422954363404e-08,-2.181159213262213745e-09,3.323074849106993924e-08,2.950542641470247904e-08,3.475418936965608911e-08,2.464321358751451893e-08,1.919653795701620607e-08,-2.898280096705246475e-08
